,nome,cpf,data_nascimento
602,Alfeu Christian ,44686192227,9/5/1970
603,Carmelo Chiel ,59029654560,15/7/1914
604,Ismael Chica,79056316744,17/4/1924
605,Alberico Ciola,35571532095,24/3/1902
606,Celeste Christensen,61906806152,29/9/1994
607,Ediraldo Leme,82293461516,30/4/1967
608,Emerson Severino,18429887217,21/4/2002
609,Eliseu de Campos,25409848644,4/4/1947
610,Oscar Damchen,93379240025,20/5/1907
611,Abda Damiz,81884397722,17/7/1968
612,Elias Dainer,99054916632,18/6/1965
613,Evelyne Lopes,05546886559,30/5/1941
614,Ivich Dammann,36042097563,4/1/1962
615,Onofre Cimbern,92671113978,19/9/1991
616,Carolina Dammann,34584748714,1/1/1984
617,Jade Batista,61029970647,7/2/1951
618,Ayram Badia,75560693142,9/3/1909
619,Alessio Lima ,92443243390,20/2/2005
620,Alcina Dalateia,49640830399,13/2/1952
621,Onofre Clarimoundo,81516157393,28/4/1952
622,Oscar Ciqueira,85562903832,7/2/1961
623,Eliezer Damazio,36984317589,20/5/1931
624,Acacia Freitas,63762466395,20/11/1946
625,Cecil Severino,07955005923,4/1/1920
626,Irineu Damer,18246656110,31/12/1939
627,Alessio Machado,33923650100,31/7/1931
628,Brenda Damann,13596781108,25/10/1972
629,Olavo Chica,39556530750,16/6/2001
630,Batista Dambacher,79694631307,17/2/2000
631,Eduardo Alceu,51295258878,15/10/1923
632,Janete Claus,99854486795,3/1/1950
633,Aisla Aldete,14226853484,25/11/1939
634,Edilson Ferreira,45773006332,28/4/1954
635,Alessandra Chremerv ,10462516910,10/5/1931
636,Baldoc Claser,35260902044,3/10/1953
637,Benito Christian ,83694724774,7/8/1915
638,Odilon Damiz,87111272847,17/4/1930
639,Eivaldo Christina,94290324757,7/12/1963
640,Cecil Badia,92092047699,27/8/1975
641,Jade Alessandra,09002274393,16/10/1923
642,Adalgisa Christof,11486149578,12/2/1925
643,Edvaldo Fonseca,09100059589,8/4/1923
644,Ayrton  Damann,87488327519,12/7/1981
645,Beth Lopes,11966541243,22/3/1940
646,Cassiane Christof,76278122796,22/9/1972
647,Aira  Dalbias,05299197103,18/9/1904
648,Olivier Aldete,84128987155,22/6/2005
649,Ed Chaulette,56633033265,19/4/1951
650,Jacilei Clausen,79850202060,14/12/1925
651,Alaide Gomes,63245332992,21/4/1933
652,Aldo Chremerv ,46841751758,30/8/1975
653,Orlando Damara,86101572558,21/8/1923
654,Candida Alessandra,14827281896,1/7/1906
655,Alecya Claus,86508945512,15/5/1978
656,Irineu Dalfert,92158041096,7/11/1912
657,Jaimerina Chyssus,54864429029,4/10/1970
658,Ivan Chica,25423859240,17/10/1968
659,Candida Ribeiro,78311252915,11/1/1998
660,Alfredo Dambach,50176202109,1/2/1926
661,Eivaldo Ciqueira,35920728486,9/1/2015
662,Benicio Dalateia,68373220337,20/11/1989
663,Beverly Daiger,20178446668,24/11/1922
664,Isaias Clarimoundo,36762198945,24/7/1981
665,Cecil Alba,87587394663,19/4/1931
666,Alaide Cleber,73862462770,3/8/1908
667,Alvaro Christina,71484384530,20/10/1979
668,Olivier Alba,71375764581,5/2/1947
669,Camila Christian ,67491444095,21/12/1979
670,Basilio Damscher,16863536498,16/4/1979
671,Alfredo Rangel,08016365058,23/5/1992
672,Carlos Damert,65921897689,23/9/1983
673,Catarina Batista,31506351370,11/8/2009
674,Acacia Dalober,56322211200,12/3/1967
675,Ilario Dalbias,02168977833,7/10/1948
676,Catarina Dammann,56397476008,3/1/1918
677,Alessio Damaceno,44234194479,6/8/1951
678,Amauri Claser,86814900702,22/11/1923
679,Alceu Freitas,88241406429,25/9/1934
680,Beatriz Daiber,49175971860,3/7/1957
681,Carmelo Fonseca,40016193542,16/3/1959
682,Osmar Baldoc,30866842229,12/7/1923
683,Alessandra Rangel,52669283132,15/6/2016
684,Aldo Alceu,51576611985,6/3/2008
685,Acacia Alcione,43906803247,25/4/1930
686,Alanis Cimbern,36188402359,10/4/1956
687,Almir Dams,97940338572,26/12/1914
688,Camila Alceu,00723825240,16/9/1933
689,Ilario Dahse,30375629319,20/2/1964
690,Jaqueline Daladeia,32271185261,18/12/1968
691,Osmar de Campos,03998304637,26/12/1989
692,Olavo Chenicin,29916788107,16/9/1919
693,Alfredo Cidade,47417107858,29/12/1918
694,Osias Gomes,68453032864,8/2/1989
695,Omar Chaves,12229839695,2/6/1931
696,Berenice Machado,86240098002,4/6/2008
697,Odir Dambacher,25580173280,21/4/1934
698,Cecile Cironi,46484758153,18/4/1951
699,Benjamin Dalms,83118535863,19/4/2005
700,Evelyne Dalfert,92084357546,31/10/1987
701,Celia Christian ,53962537052,5/4/2013
702,Orfeu Freitas,87631420193,21/9/1942
703,Brisa Correa,36391223739,10/4/1919
704,Israel Alecya,65442703275,31/12/1945
705,Israel Lopes,37887730420,14/7/2000
706,Amin Aldete,41404331906,22/5/2001
707,Celene Dahse,86832463134,24/5/1977
708,Alcione Damer,00405477444,17/5/1973
709,Cecile Ciqueira,89459362259,7/10/1954
710,Amauri Alberico,13101682701,16/1/1916
711,Bruna Claus,18497749046,9/2/1993
712,Célio Christ,10857890592,29/5/1979
713,Amin Damert,36000354560,3/12/1949
714,Belinda Ciqueira,39289129150,25/10/1937
715,Ivo Chestian,49659191695,5/3/1995
716,Alceu Christ,51121953530,11/4/1972
717,Edilson Ferreira,07799064990,13/2/1966
718,Adelaide Dams,35387535831,6/3/1970
719,Acacia Dalateia,08929817383,16/2/2003
720,Oscar Baldoc,96093678017,25/6/1900
721,Aldete Batista,83873991185,31/7/1982
722,Evelyne Dalms,00812886557,8/4/1987
723,Odécio Ciqueira,25222803838,21/4/1987
724,Odherban Chremerv ,29134579869,28/9/1983
725,Eloy Chica,04557053972,12/10/1961
726,Almir Chica,82082061059,4/8/1961
727,Amancio Dahse,85027749296,9/4/1954
728,Cassia Dalpias,63997787926,21/6/1976
729,Evelyne Severino,80077719370,25/1/1957
730,Beatriz Fonseca,23072803940,5/12/1947
731,Brisa Dambacher,82359366047,1/1/1926
732,Carmelo Badia,75804279273,6/2/1919
733,Odécio Leme,67559635716,9/2/2002
734,Blanca Ribeiro,59950081274,25/9/1976
735,Ivich Damscher,38539285068,25/2/1906
736,Ivo Cimbern,59853856880,29/11/1969
737,Belinda Gomes,63403936221,14/3/1920
738,Brigida Christof,68305474981,3/3/1936
739,Jacilei Dalms,77429990607,11/5/1963
740,Alba Fonseca,10906619685,23/5/1970
741,Orlando Claser,55179550336,28/4/1924
742,Jaqueline Gomes,51777256491,25/3/2010
743,Eder Damiz,57032750993,18/3/1974
744,Cecília Cipriano,13356437238,21/8/1991
745,Irineu Daladeia,97122795855,17/4/1957
746,Alberico Chaulette,16984454322,20/3/1905
747,Chris Alceu,17186690619,4/8/1987
748,Alecya Clausen,10481847212,7/10/1906
749,Ediraldo Damasceno,60188143258,10/4/1920
750,Carlito Gonçalves,09468603707,28/1/1965
751,Adelia  Bartira,62897350638,13/9/1914
752,Carlito Gouvea,37039099248,12/4/1903
753,Alceu Christina,87056448987,2/4/2009
754,Edson Daiber,07192132779,14/2/1910
755,Evelyne Damazio,63738553970,5/10/2001
756,Bartira Ciqueira,59716105223,30/10/1966
757,Betina Badia,66012957887,21/3/1982
758,Celia Campos,76556073159,5/2/1986
759,Omar Alessandra,61572610874,8/7/1978
760,Cassio Badia,08681305946,15/12/1909
761,Andre Chenicin,75630180800,15/12/1984
762,Andrew Gomes,59339836761,3/3/1907
763,Carlota Clar,35831093820,5/5/1924
764,Eduardo Damazio,19374528420,10/4/2000
765,Ismael Clairton,36584992622,21/12/2004
766,Aisla Daiber,13814090525,3/1/1914
767,Adriana  Damian,83721596712,26/2/1984
768,Alessandra Leme,53975880648,28/2/2015
769,Eduardo Dambacher,70562483573,21/11/2006
770,Catarina Alessandra,45821395974,17/8/1970
771,Amadeu Frazao,48301181530,22/3/1963
772,Ivan Clausen,21512482474,26/5/1988
773,Evelyne Damara,60613285720,8/6/1972
774,Alfredo Ciqueira,40482628309,3/9/1973
775,Alana Ferreira,52196463386,24/8/2005
776,Carlos Claus,94616417637,20/10/1960
777,Beth Christ,56104549002,3/7/1916
778,Andre de Melo,61439003483,29/6/1978
779,Alfeu Christov,79072089357,20/6/1969
780,Berenice de Melo,51428255976,12/2/1986
781,Evelyne Severino,20695022515,20/3/1923
782,Candida Daiber,07340468566,21/10/1978
783,Ivich Damert,40343537258,27/6/1946
784,Brenda Cimbern,21151327307,7/4/1943
785,Odorico Christmann,91837054362,7/3/1950
786,Elton Chiel ,19789778984,22/9/1992
787,Aldete Lima ,98991239246,9/4/1917
788,Igor Severino,80584704484,13/5/1963
789,Alex Damscher,91247289914,28/8/1927
790,Alana Chremerv ,11210944965,25/5/1935
791,Alceu Chestian,18497719502,11/12/1985
792,Edilson Alecya,37085373642,25/11/1947
793,Acacia Ribeiro,06955208177,18/12/1927
794,Berenice Clarimoundo,10579724704,13/11/1932
795,Barbara Gomes,83684308923,9/2/2001
796,Berenice Dalateia,63107038267,4/12/2012
797,Aime  de Campos,92405343832,27/12/1972
798,Albertina Clairton,99417084869,29/3/1980
799,Batista Dambacher,78178557697,3/7/2009
800,Betânia Dalpias,49885792841,6/4/1912
801,Iuri Daladeia,56246856414,14/10/2013
802,Amin Christ,41487073500,29/10/1956
803,Adelaide Ciola,23910066581,19/9/1939
804,Carole Lopes,00833948649,2/3/1937
805,Evelyne Dams,26145140021,3/6/2002
806,Ivan Ribeiro,84859645366,29/6/1916
807,Agnes Alessandra,83756262792,4/6/1945
808,Isaac Damm,91433709113,21/10/2012
809,Adriana  Correa,81757312483,16/3/1936
810,Janey Frazao,57319917173,18/6/1946
811,Amauri Campos,33870760421,11/1/1931
812,Isaias Chremerv ,09902709593,2/4/2013
813,Alvaro Christina,92564636935,25/7/1997
814,Elias Dainer,78696473944,17/1/1917
815,Onofre Claus,08503774773,24/5/1972
816,Chris Cleber,40669735483,31/1/1985
817,Amadeu Gouvea,42881023872,13/12/1939
818,Ediraldo Chremerv ,40137559731,28/6/1935
819,Jade Alessandra,45785410375,1/9/1971
820,Cecile Dalpias,90683118496,4/1/1955
821,Adelaide Damchen,86877031013,1/1/1952
822,Caue Aldete,61281027097,25/3/1977
823,Agnes Ferreira,38976264511,24/3/1987
824,Celeste Christensen,82194002015,16/2/1989
825,Benjamin Ferreira,47428017192,12/12/1987
826,Eivaldo Alberico,06105305500,9/9/1906
827,Eloy Batista,81918425178,30/4/1926
828,Odilon Damchen,64656262490,1/10/1948
829,Ismael Daladeia,17272993228,20/1/1913
830,Ed Alba,84324251294,9/10/1929
831,Orfeu Claussen,34868561343,9/5/1974
832,Altamir Christoph,81288301895,31/5/1997
833,Ivich Dahse,70785650018,12/3/1955
834,Ayram Chaves,30130788981,16/12/1935
835,Carmem Baldoc,34165935852,14/12/1926
836,Elton Ciqueira,42607369015,30/5/2006
837,Eloy Campos,51543795884,25/10/1997
838,Alana Damasceno,63312325729,29/10/1903
839,Odir Christof,92262970856,17/6/1928
840,Alex Fernandes,33683951004,7/4/2013
841,Aisla Ribeiro,63446559539,6/11/1907
842,Osias Daladeia,09303009839,10/9/1972
843,Agnes Daiger,66664369128,26/6/1982
844,Casimiro Fonseca,27941147189,7/1/1939
845,Beth Severino,92968512312,6/4/1901
846,Carmem Dahse,00343124077,26/6/1917
847,Alessio Alba,95948986816,27/10/1912
848,Cassio Alcione,05714757083,4/10/2012
849,Aida Chaulette,66338954698,3/10/1953
850,Olivier Christov,00644155901,2/6/1980
851,Albertina Chica,01393314565,18/5/1972
852,Charles Clairton,76804448119,10/10/1974
853,Inacio Lima ,84050017527,23/3/1927
854,Celso Ribeiro,37304036503,3/9/1989
855,Chris Dahmer,19723938704,14/2/1971
856,Cecile Freitas,17105502367,21/6/1974
857,Betânia Fernandes,88494536886,15/7/1967
858,Alex Dalms,90151875794,10/4/1964
859,Célio Damaceno,28876174732,16/12/1930
860,Orlando Damscher,00911361618,6/1/1951
861,Benito Cimbern,61426861610,5/10/1957
862,Alba Damara,68281261975,28/7/1970
863,Barbara Alecya,21716158871,6/10/1999
864,Carlito Ferreira,03298453265,2/8/1984
865,Aldete Clairton,07966100690,12/2/1954
866,Carlota Christof,90773618094,11/7/1957
867,Ismael Christof,95673543542,30/8/1921
868,Alanis Dalm,79538461684,1/5/1931
869,Alceu Damm,04686145650,22/2/1974
870,Brenda Campos,93715572415,20/10/1974
871,Ivich Chaves,11328145549,11/5/1918
872,Bernadete Alecya,72525385370,26/7/1909
873,Aldo Alcione,01435468511,6/9/1920
874,Carmelo Dammann,00357863438,25/9/1916
875,Alanis Damscher,38257379065,28/12/1947
876,Alanis Christov,05998240277,15/1/1982
877,Alceu Clairton,58453490638,2/7/1905
878,Beverly Cleber,29674987884,17/7/2008
879,Onofre Basilio,53150362449,9/8/1994
880,Elton Christ,95650908518,30/1/1986
881,Alessio Christ,25560118580,12/9/2012
882,Elton Dalpias,68848824507,2/11/1953
883,Bianca Damasceno,17923373070,26/11/1953
884,Cecile Chica,14580002572,2/8/2002
885,Alexsander Damscher,46223235784,3/4/1958
886,Olavo Damara,66560063092,21/4/2011
887,Benicio Dahse,71662085968,12/3/2009
888,Beatriz Cleber,28765846926,23/11/1998
889,Eliezer Christina,49885576253,5/7/1914
890,Brenda de Campos,11269634284,18/6/1938
891,Jade Chaulette,63647702382,4/6/2014
892,Adriana  Christian ,48222116740,24/7/1949
893,Arnaldinho Clarimoundo,76301017439,12/9/1909
894,Cassiane Ferreira,97067163678,15/11/1953
895,Omar Dalm,66844057527,31/7/1958
896,Edmilson Damazio,10620210403,19/5/1995
897,Benicio Damara,78770114886,20/3/1966
898,Aida Correa,80962069743,8/1/1913
899,Alfeu Badia,45209179402,8/5/1937
900,Jaimerina Dahse,19362542428,18/2/1970
901,Cassiane Claser,94269868738,12/7/1969
902,Oduvaldo Daiger,69091846551,26/2/1951
903,Caue Fonseca,67771527393,5/1/1955
904,Cecília Campos,87797326574,28/8/1953
905,Brisa Damian,20961471931,15/1/1997
906,Carol Damm,05185965844,22/9/1947
907,Osmar Chaulette,53972456924,26/5/1993
908,Aidee  Dambach,24395651427,4/1/1991
909,Eivaldo Dalateia,03443026022,21/10/1970
910,Cecil Clausen,69900767365,23/7/1971
911,Cecília Gonçalves,83615842460,6/6/1990
912,Celeste Dalm,60423289749,21/5/1960
913,Acacia Alberico,86727620911,5/8/1901
914,Eivaldo Damazio,92126406336,5/2/1969
915,Olivier Daladeia,00043710951,11/8/1957
916,Isaac Dahse,59903203821,18/10/1995
917,Cecile Dambacher,03964799418,19/9/1938
918,Ivan Ferreira,68732619869,3/3/1908
919,Cesar Fernandes,31795942438,18/2/1953
920,Baldoc Dahmer,74154711108,16/7/2014
921,Catarina Dalpias,53921520706,11/8/1903
922,Betânia Alba,46257431135,27/11/1902
923,Altamir Gonçalves,97358215671,8/9/1916
924,Alexsander Claussen,99097714552,14/3/1997
925,Omar Damscher,61561801009,8/3/1952
926,Agnes Alberico,62697637309,26/7/2006
927,Jaqueline Dalms,86649894782,28/6/1943
928,Odir Ferreira,73481364512,21/12/1948
929,Carolina Cimbern,63327770947,13/2/1978
930,Igor Christ,08090265545,27/4/1959
931,Jacilei Frazao,19716694983,13/11/1953
932,Alana Christmann,44450955520,5/12/1919
933,Aira  Dalateia,57403757408,25/5/2003
934,Americo Alessandra,95461989451,23/10/1904
935,Alfeu Ferreira,35340860352,5/11/1920
936,Onofre Ciola,20107507040,28/4/1952
937,Brisa Damer,43040241761,21/5/1937
938,Eduardo Christmann,94500218185,16/9/1980
939,Ivan Dambacher,71289509046,30/3/1986
940,Brisa Dammann,93966078615,7/7/1975
941,Cassio Baldoc,27893464351,28/3/1946
942,Altamir Dammann,95229282748,12/6/1931
943,Osias Clarimoundo,85171099426,18/5/1976
944,Cecile Dahmer,72921703577,28/6/1976
945,Ivan Alberico,50638191760,6/7/1999
946,Odir Claus,22842619356,3/10/1991
947,Janete Christ,37554066400,15/2/1913
948,Ednei Clausen,44793850071,26/6/1968
949,Eliezer Alcione,65598971655,3/4/1999
950,Oscar Damazio,56170223546,15/12/1922
951,Eder Dalober,42762797270,10/12/2003
952,Bartira Lopes,78774010057,8/9/1992
953,Cassia Dalober,45827312167,25/2/1913
954,Adriana  Christian ,06424303664,14/8/2006
955,Carlito Damazio,99701243595,10/7/1994
956,Jandineia Damaceno,83192698528,18/9/1994
957,Elton Damchen,42183087661,4/3/1942
958,Inacio Dalateia,95342617296,16/9/1936
959,Odorico Dalbias,35367251351,22/9/1988
960,Ilario Dams,27911939284,20/8/1903
961,Caue Ferreira,04918150394,26/2/2010
962,Eloy Chica,00265071918,4/10/2014
963,Alcina Clairton,17776284275,24/11/2005
964,Amadeu Dalpias,38088046898,17/3/1990
965,Amir Chaulette,54757632878,8/5/1953
966,Ivich Cimbern,13289727511,12/3/1970
967,Almir Damm,17802880147,9/5/1992
968,Alcir Chyssus,28604010420,6/2/2007
969,Alceu Christof,15497744978,24/5/1970
970,Alana Dambacher,48704567433,15/4/1977
971,Casimiro Alessandra,63072003632,13/8/2005
972,Ednei Dahse,97651169693,20/8/1919
973,Amir Christof,60768184060,2/1/1936
974,Alessandra Clar,83746247002,15/1/1917
975,Amadeu Daiger,99635737210,3/7/1966
976,Odécio Chestian,43919797709,30/4/1901
977,Alanis Rangel,19591904782,21/12/1989
978,Amauri Dalober,66457134818,31/7/1986
979,Americo Clarimoundo,70893786755,26/11/1942
980,Edilson Clarimoundo,16437543414,16/5/1992
981,Evelyne Clairton,77464628434,12/4/1990
982,Eliezer Damazio,24904158928,22/6/1972
983,Odorico Basilio,02576507505,8/9/1928
984,Berenice Rangel,43235024471,12/5/1991
985,Beverly Christof,16270035463,31/1/1909
986,Odir Damiz,69873624488,20/6/1916
987,Celia Cidade,62142053341,27/10/1921
988,Emerson Dammann,97397935546,13/6/1963
989,Alaide Freitas,35537995100,18/7/1947
990,Celeste Clairton,67657215369,17/7/1919
991,Bernadete Alberico,17278538698,4/7/1969
992,Alcione Ribeiro,30192012097,1/12/2013
993,Carlota Gonçalves,74226390629,8/7/1994
994,Odorico de Campos,11711315918,7/7/2003
995,Cesar Damiz,80505391295,16/6/1969
996,Abda Rangel,98844638025,31/12/1952
997,Camila Leme,08545369786,22/6/2000
998,Jandineia Campos,82980514466,25/1/1931
999,Aldete Chestian,33776897369,30/6/2010
1000,Aira  Alceu,90182747515,22/1/1907
1001,Berta Gouvea,97605307256,6/2/2007
1002,Ivan Cipriano,06781838399,13/6/2007
1003,Bernadete Damazio,76663383475,17/1/2012
1004,Célio Batista,18192085370,4/10/1976
1005,Alaide Chiel ,66989661487,25/2/1925
1006,Irineu Clausen,66891307007,23/8/1902
1007,Alecya Alba,44791418122,19/5/1926
1008,Amancio Chiarello,24880614896,6/11/1986
1009,Alba Christ,72649121622,16/5/1989
1010,Aisla Christof,06590053208,17/5/1956
1011,Aluisio Severino,79109291584,31/5/1915
1012,Alfeu Cipriano,97532688293,29/8/1902
1013,Ilton Dambach,96861883536,18/3/2004
1014,Ismael Bartira,17681254710,15/8/1903
1015,Jacqueline Damazio,75679652149,11/9/2000
1016,Isaac Christmann,28886274376,19/2/1905
1017,Igor Ciqueira,58692106501,23/3/1994
1018,Edmilson Rangel,20484279077,24/3/1953
1019,Emerson Christmann,96248792631,2/1/1959
1020,Anat Gomes,33506180063,16/6/2004
1021,Jacqueline Damiz,57151638136,2/2/2013
1022,Alessio Cipriano,08975509704,22/10/1968
1023,Charles Correa,99374424606,29/8/1933
1024,Celene Dahmer,59805920833,20/2/1998
1025,Iuri Damchen,82547104069,19/8/1906
1026,Eivaldo Christensen,65670868914,11/6/1942
1027,Celia Christov,28981249803,23/1/1998
1028,Berta Dalateia,98689611573,25/3/1948
1029,Andrew Damiz,21218837550,4/7/1954
1030,Eliezer Dams,70878335794,15/11/1950
1031,Carmela Ciqueira,85331114100,15/9/1958
1032,Celso Chiel ,20928147178,14/5/1923
1033,Andrew Chiel ,19779783256,5/1/1950
1034,Alberto Dahmer,61881246432,23/2/1902
1035,Alfeu Christof,85924551450,9/6/1927
1036,Barbara Frazao,86818444524,20/4/1919
1037,Benjamin Clairton,69388465594,23/9/1993
1038,Carmem Dalpias,46947038250,23/12/1975
1039,Alfeu Dammann,53842150868,5/1/2005
1040,Odir Lopes,68764573750,11/11/1999
1041,Alcir Dalms,81753513916,1/11/2007
1042,Celene Dalms,96668455421,21/2/1966
1043,Candida Clarimoundo,26681233188,2/1/1995
1044,Alberico Machado,98071961171,27/5/1971
1045,Carlito Clairton,11911709730,26/9/2006
1046,Arnaldinho Dammann,94214655867,20/1/1964
1047,Adelaide Dambach,62106464768,10/9/2004
1048,Celia Dalms,26133669837,27/6/2002
1049,Cesar Batista,97855389702,2/11/1984
1050,Aldete Damara,94487899108,21/12/1940
1051,Elton Chyssus,51495029587,9/11/1919
1052,Jacilei Dalober,00521978066,3/5/1984
1053,Bela Gomes,89116625593,10/12/1916
1054,Americo Dalfert,98348246062,24/10/1922
1055,Amir Gomes,47465734798,3/6/1947
1056,Chris Chenicin,79689057247,12/2/2015
1057,Janete Damian,61094676256,4/7/1949
1058,Alberico Chaves,76133678781,10/2/1956
1059,Orides Damchen,22926169592,4/5/2014
1060,Alencar Cipriano,25402159092,24/12/1914
1061,Aida Daiger,81382469362,17/2/1949
1062,Jasmim Alceu,75562427742,25/8/1964
1063,Celeste Damann,89882462128,21/9/1971
1064,Blanca de Campos,62926721234,7/6/1937
1065,Elias Ciqueira,62192296976,1/6/2003
1066,Amir Dalpias,20404861216,14/9/1927
1067,Janey Dalfert,37481327445,10/10/1906
1068,Benicio Chaves,33054467885,21/7/2011
1069,Oduvaldo Daladeia,52831862277,21/1/1964
1070,Aira  Lima ,27507452997,15/4/1921
1071,Arnaldinho Daiger,73763026393,30/3/1978
1072,Edson Badia,27100623008,6/10/1926
1073,Alceu Christmann,61235765757,14/5/1987
1074,Caue Chenicin,41063244413,1/7/2005
1075,Isaias Freitas,89004292331,27/6/1913
1076,Andre Dambach,23791900251,2/2/1934
1077,Alfredo Gonçalves,44592487096,15/5/1941
1078,Osmar Dahmer,83411160976,15/3/2015
1079,Isaac Christian ,27674661449,18/9/1956
1080,Célio Dambacher,49073214057,31/1/1959
1081,Adelaide Chaulette,84830646612,17/6/1935
1082,Elias Clausen,47524463811,10/12/2003
1083,Beverly Christ,00847860560,12/7/1945
1084,Alanis Correa,44601275358,10/8/1940
1085,Alessio Frazao,81426561025,13/1/1923
1086,Alana Alessandra,94608417457,16/4/1908
1087,Betânia Severino,19930768386,25/6/1940
1088,Alana Badia,39234518688,6/7/1957
1089,Jaqueline Christof,00575704576,20/7/1996
1090,Odilon Alberto,85900363973,31/1/2010
1091,Bianca Badia,44774809063,1/3/1934
1092,Amauri Alberico,31072033815,27/4/1930
1093,Carolina Christian ,54255110902,24/1/1990
1094,Alessandro Chyssus,15980989498,22/5/1983
1095,Janaina Damazio,94633257140,8/5/1912
1096,Alessandra Gonçalves,79138439000,26/1/1962
1097,Celia Dalpias,11962149905,22/3/1920
